model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V2,correct_V2,total_V2,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-1124-7B,stage1-step150-tokens1B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.384982638888889,796.6727130519712,0.0022627842656427234,0.0022627842656427234
allenai/OLMo-2-1124-7B,stage1-step5000-tokens21B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.610568576388889,945.4124572069775,0.0017428006526286988,0.0017428006526286988
allenai/OLMo-2-1124-7B,stage1-step10000-tokens42B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.322699652777778,2059.1357411685112,0.0010085349274771786,0.0010085349274771786
allenai/OLMo-2-1124-7B,stage1-step15000-tokens63B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,8.988932291666666,17615.47626892403,0.0005453128073148432,0.0005453128073148432
allenai/OLMo-2-1124-7B,stage1-step20000-tokens84B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,4.744845920138889,140.7811195114875,0.010252122402628277,0.010252122402628277
allenai/OLMo-2-1124-7B,stage1-step25000-tokens105B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,10.292534722222221,48622.09720332274,7.983297225005538e-05,7.983297225005538e-05
allenai/OLMo-2-1124-7B,stage1-step30000-tokens126B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,9.84592013888889,28713.03903243262,7.471264725127138e-05,7.471264725127138e-05
allenai/OLMo-2-1124-7B,stage1-step35000-tokens147B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.992404513888889,4409.961689009851,0.0006321766788360034,0.0006321766788360034
allenai/OLMo-2-1124-7B,stage1-step40000-tokens168B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,8.5341796875,7120.713512838832,0.00031418933237202886,0.00031418933237202886
allenai/OLMo-2-1124-7B,stage1-step45000-tokens189B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.249131944444445,249.39676033689764,0.006300099085175455,0.006300099085175455
allenai/OLMo-2-1124-7B,stage1-step50000-tokens210B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,9.694444444444445,36560.64234387037,0.00015820516717093784,0.00015820516717093784
allenai/OLMo-2-1124-7B,stage1-step60000-tokens252B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.305121527777778,504.36327305778013,0.01200106240775688,0.01200106240775688
allenai/OLMo-2-1124-7B,stage1-step70000-tokens294B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.3779296875,1941.774361998665,0.0007775553703100501,0.0007775553703100501
allenai/OLMo-2-1124-7B,stage1-step80000-tokens336B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.002387152777778,495.39850979248433,0.0030993722580749217,0.0030993722580749217
allenai/OLMo-2-1124-7B,stage1-step90000-tokens378B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.8896484375,4204.2679068578855,0.0005947665618885759,0.0005947665618885759
allenai/OLMo-2-1124-7B,stage1-step110000-tokens462B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.093967013888889,1005.9057166794905,0.004761487077415454,0.004761487077415454
allenai/OLMo-2-1124-7B,stage1-step120000-tokens504B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.486111111111111,814.8724893522085,0.0018998996375927935,0.0018998996375927935
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.110460069444445,1668.6468152443633,0.0013303182711101793,0.0013303182711101793
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,3.9620768229166665,74.76205711131514,0.024343911302183142,0.024343911302183142
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.750759548611111,409.0986917185885,0.004078359858014752,0.004078359858014752
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.177300347222222,191.5443647550936,0.006097312104648454,0.006097312104648454
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.214301215277778,612.8388882142684,0.0023703431598090167,0.0023703431598090167
allenai/OLMo-2-1124-7B,main,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,3.3440755208333335,35.746824023221315,0.04085527342289813,0.04085527342289813
