model,checkpoint,compositional_translate_fr_eng_lower
allenai/OLMo-2-1124-7B,main,6.23132765436747
allenai/OLMo-2-1124-7B,stage1-step130000-tokens546B,7.423651637801205
allenai/OLMo-2-1124-7B,stage1-step150000-tokens630B,7.232198324548193
allenai/OLMo-2-1124-7B,stage1-step170000-tokens714B,7.1184935052710845
allenai/OLMo-2-1124-7B,stage1-step230000-tokens965B,7.326277767319277
allenai/OLMo-2-1124-7B,stage1-step250000-tokens1049B,7.09546780873494
