model,checkpoint,task,success,error,cached,accuracy,correct,total,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,copying,True,,False,0.0,0,20,9.2525390625,100140.31621232562,8.265850084063539e-06,0.00030595929824637005
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,copying,True,,False,0.95,19,20,2.133682441711426,80.88701020910098,0.22980601504391,0.3456311127840563
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,copying,True,,False,0.95,19,20,2.144661712646484,150.5723712511352,0.26055874046884697,0.35938200162894923
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,copying,True,,False,1.0,20,20,2.315999221801758,239.86289505537465,0.2673743648182866,0.34546918292732737
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,copying,True,,False,1.0,20,20,2.381052017211914,269.10037844506536,0.2808346389496875,0.3523679004967686
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,copying,True,,False,1.0,20,20,2.520175552368164,528.7568151596624,0.2860503062081417,0.3510797251337435
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,copying,True,,False,1.0,20,20,2.483052062988281,814.3196040667815,0.2802610293184301,0.3552115562985424
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,copying,True,,False,1.0,20,20,2.3377984046936033,401.1303882907826,0.2803274431970678,0.3619095964571075
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,copying,True,,False,0.95,19,20,2.6548579692840577,1095.5485868557948,0.2859930126834881,0.3464515593188141
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,copying,True,,False,1.0,20,20,2.1946170806884764,199.8558745090413,0.2812272211662417,0.3660350895685606
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,copying,True,,False,1.0,20,20,2.3609076023101805,706.4574568922463,0.29432971365176497,0.3683161798912108
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,copying,True,,False,1.0,20,20,2.3261873960494994,756.6030084788924,0.2923115859895508,0.3715390576552835
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,copying,True,,False,1.0,20,20,2.352662992477417,428.30417302022636,0.2926838057419837,0.3675560759248065
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,copying,True,,False,1.0,20,20,2.4359718322753907,755.0465044501201,0.2873716574198172,0.3615152213278474
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,copying,True,,False,1.0,20,20,2.442461395263672,301.990441879284,0.296989446025438,0.36415697544300185
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,copying,True,,False,1.0,20,20,2.5679667472839354,841.5919525020565,0.2956889268064803,0.35455642346880933
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,copying,True,,False,1.0,20,20,2.38187575340271,213.81756278140233,0.2932597018598853,0.3607036329788752
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,copying,True,,False,1.0,20,20,2.3480249404907227,445.80818637535066,0.29525600934204,0.3735002020471217
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,copying,True,,False,1.0,20,20,2.638968849182129,1367.8679663870168,0.2980398664300379,0.35275597238862416
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,copying,True,,False,0.95,19,20,2.488577699661255,514.3823689224562,0.29099510184626276,0.3526339897981034
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,copying,True,,False,1.0,20,20,2.5938504219055174,956.760659929501,0.29394860377962295,0.350359964357067
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,copying,True,,False,1.0,20,20,2.498749256134033,298.84232250750335,0.2919657498679107,0.35440147673810773
allenai/OLMo-2-0425-1B,main,copying,True,,False,1.0,20,20,3.213612461090088,3493.9600610514244,0.2946681796445435,0.32788903090326055
