model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_I2,correct_I2,total_I2,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,5.0830078125,187.95309017939982,0.00704851378827777,0.00704851378827777
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.225167410714286,21273.308717004962,0.00020358733247702568,0.00020358733247702568
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.182756696428571,18215.04798992222,0.00021366178886329557,0.00021366178886329557
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.239815848214286,5497.6689728377405,0.0003880317250571081,0.0003880317250571081
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,6.185825892857143,914.363343750392,0.0036878218355109594,0.0036878218355109594
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.011160714285714,18781.775995773594,0.0001834655082940121,0.0001834655082940121
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,7.2587890625,3560.791226792993,0.0010838203247305537,0.0010838203247305537
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.068498883928571,13120.86473917194,0.00015901912520022745,0.00015901912520022745
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.200892857142858,4389.846720983179,0.00032209478148152135,0.00032209478148152135
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.460658482142858,7352.348706256241,0.00029956175832925155,0.00029956175832925155
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.376395089285714,5848.402011669676,0.00031586137094804714,0.00031586137094804714
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.653878348214286,8648.136602040227,0.0002493003419561745,0.0002493003419561745
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.337611607142858,5553.358273123203,0.00031711135236387996,0.00031711135236387996
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.173967633928571,5594.365810717426,0.0004424334019826947,0.0004424334019826947
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.5849609375,7911.815009678439,0.00027584244771958194,0.00027584244771958194
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,7.999720982142857,4637.298340059354,0.0004598888572312424,0.0004598888572312424
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.046595982142858,13368.187959928075,0.00018150443402798023,0.00018150443402798023
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.939313616071429,10920.09970473647,0.00019347322540310647,0.00019347322540310647
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.654017857142858,24085.93659872683,9.594686908450504e-05,9.594686908450504e-05
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.144670758928571,16334.096406198796,0.00015466595948131152,0.00015466595948131152
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.577706473214286,25118.42018545303,0.0001294483370498678,0.0001294483370498678
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,8.826450892857142,15811.896406631993,0.0002825189761238907,0.0002825189761238907
allenai/OLMo-2-0425-1B,main,textfrct_I2,True,,False,0.0,0,28,0.0,0,28,9.674386160714286,19272.438114899476,7.475346963379357e-05,7.475346963379357e-05
