model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_reverse_last,correct_reverse_last,total_reverse_last,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,compositional:reverse_last,True,,False,0.0,0,36,0.0,0,36,7.462673611111111,2239.213905747877,0.0007669533948761676,0.0007669533948761676
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,compositional:reverse_last,True,,False,0.5277777777777778,19,36,0.5277777777777778,19,36,9.649522569444445,30387.63919720491,0.00012481796744729154,0.00012481796744729154
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,compositional:reverse_last,True,,False,0.7777777777777778,28,36,0.7777777777777778,28,36,8.660481770833334,8877.594951539482,0.0002638244841095389,0.0002638244841095389
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,compositional:reverse_last,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.092447916666666,6734.664208096052,0.00067718249750151,0.00067718249750151
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.662651909722222,3875.0211787122025,0.0007457180154744896,0.0007457180154744896
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.881293402777779,10757.1104189969,0.00022208059514373235,0.00022208059514373235
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.591796875,8813.950573776081,0.00028453387523550187,0.00028453387523550187
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.207573784722221,6070.811427121444,0.0005218237277775778,0.0005218237277775778
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.99240451388889,12804.209199557312,0.00020973749130720964,0.00020973749130720964
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.868815104166667,5107.213597875574,0.0006678815154786426,0.0006678815154786426
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.032118055555555,5249.286419284199,0.0005824783327759572,0.0005824783327759572
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,compositional:reverse_last,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.569661458333334,9785.828767189345,0.00040765018825416835,0.00040765018825416835
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,compositional:reverse_last,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.363389756944445,6657.530423942833,0.0003481335871796235,0.0003481335871796235
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.770182291666666,9976.441777522215,0.0002683489688694559,0.0002683489688694559
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.213758680555555,6377.219814913263,0.00045905280195945804,0.00045905280195945804
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.465928819444445,8816.993603837029,0.0003296386756700653,0.0003296386756700653
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.2587890625,6295.308688401226,0.00039190218164587403,0.00039190218164587403
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,compositional:reverse_last,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,7.856011284722222,4724.184030781329,0.0008238131766237685,0.0008238131766237685
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.127061631944445,5170.352795180946,0.0004357260328553843,0.0004357260328553843
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.978515625,6231.297548119762,0.0005164193575788786,0.0005164193575788786
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,7.791666666666667,4775.558257860408,0.0007885680171063081,0.0007885680171063081
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,compositional:reverse_last,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.477105034722221,7547.898712796956,0.00031688934529409404,0.00031688934529409404
allenai/OLMo-2-0425-1B,main,compositional:reverse_last,True,,False,1.0,36,36,1.0,36,36,8.76291232638889,10938.234763173661,0.0002936121548648883,0.0002936121548648883
