model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V1,correct_V1,total_V1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,4.167317708333333,87.05059662778453,0.021128043134056265,0.021128043134056265
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,7.761067708333333,2946.5682072749405,0.0005423157494373503,0.0005423157494373503
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.709418402777778,403.8099331926819,0.004731334369370493,0.004731334369370493
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.954969618055555,1357.1699507118105,0.00119507689473378,0.00119507689473378
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.613715277777778,974.7342659817364,0.001890924327572845,0.001890924327572845
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,9.177191840277779,13744.091179003653,0.00014663642965656376,0.00014663642965656376
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,14.482855902777779,3151416.79269696,1.1503957455676374e-06,1.1503957455676374e-06
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.992513020833333,1338.0329788026609,0.0011303396177064589,0.0011303396177064589
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.440538194444445,326.8978994206131,0.006911906122343426,0.006911906122343426
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.923936631944445,447.383074311613,0.003244224651266334,0.003244224651266334
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,4.824598524305555,148.90566478918367,0.009919385293843709,0.009919385293843709
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.953559027777778,564.247097426085,0.0036761039945633206,0.0036761039945633206
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,10.425347222222221,39648.74654131043,3.4945483472669436e-05,3.4945483472669436e-05
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.647352430555555,392.63817210077264,0.004902480775602788,0.004902480775602788
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.066948784722222,545.2497241739181,0.0028148591144368184,0.0028148591144368184
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.590928819444445,294.77610387496895,0.004080904626203543,0.004080904626203543
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.77734375,368.7993356604579,0.0036043953312485336,0.0036043953312485336
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,9.934678819444445,48569.84413675905,0.00013640153066055076,0.00013640153066055076
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,6.471788194444445,764.9000116628143,0.0018523985905091358,0.0018523985905091358
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,8.836805555555555,9639.02430633509,0.00020568036034452272,0.00020568036034452272
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,5.272352430555555,224.56989873618323,0.005828700147471027,0.005828700147471027
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,4.930338541666667,146.78690602290436,0.007758867585662763,0.007758867585662763
allenai/OLMo-2-0425-1B,main,textfrct_V1,True,,False,0.0,0,36,0.0,0,36,7.004231770833333,1233.2008077006685,0.0010238131882907365,0.0010238131882907365
