model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL3,correct_RL3,total_RL3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,6.68671875,2110.2900817335344,0.0022163314145277795,0.0022163314145277795
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.604296875,55500.226512511705,3.811708994827355e-05,3.811708994827355e-05
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.4958984375,60421.63940163389,5.5886853300246996e-05,5.5886853300246996e-05
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.882421875,81093.73057221874,3.662095438670616e-05,3.662095438670616e-05
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.32890625,48049.11433908683,5.73702311628521e-05,5.73702311628521e-05
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,9.943359375,36928.71243155274,8.926392462915719e-05,8.926392462915719e-05
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.432421875,47293.49255940447,4.904547953042299e-05,4.904547953042299e-05
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.5044921875,64913.20091418359,6.25789221501541e-05,6.25789221501541e-05
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.218359375,80720.23546203105,8.172542988902589e-05,8.172542988902589e-05
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.016796875,112860.99881432271,3.59990756787968e-05,3.59990756787968e-05
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.592578125,65215.267835212966,4.8527034754248034e-05,4.8527034754248034e-05
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.05078125,106217.85161809092,2.5731508338229713e-05,2.5731508338229713e-05
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.040625,85638.49735943845,2.289569240938348e-05,2.289569240938348e-05
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.9046875,105718.24962400443,3.057928496980467e-05,3.057928496980467e-05
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.0765625,97700.14031605484,2.6218310047656828e-05,2.6218310047656828e-05
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.847265625,95614.19007121163,3.117852408203474e-05,3.117852408203474e-05
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.083203125,135981.1333283091,3.8077534166737144e-05,3.8077534166737144e-05
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.897265625,85256.20963601189,3.4951096501653644e-05,3.4951096501653644e-05
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.159375,113853.58856360272,2.3772994916038514e-05,2.3772994916038514e-05
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.444140625,63586.629806093406,6.046912914633733e-05,6.046912914633733e-05
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.7515625,76239.69533990555,4.279538989007918e-05,4.279538989007918e-05
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,10.51875,86765.61290547607,5.368479654418847e-05,5.368479654418847e-05
allenai/OLMo-2-0425-1B,main,textfrct_RL3,True,,False,0.0,0,20,0.0,0,20,11.3171875,154087.93241790897,2.11567678180354e-05,2.11567678180354e-05
