model,checkpoint,textfrct_V3
allenai/OLMo-2-0425-1B,main,7.432535807291667
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,7.876302083333333
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,4.953776041666667
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,5.998372395833333
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,10.633463541666666
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,4.789754231770833
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,5.940836588541667
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,5.779866536458333
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,5.711751302083333
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,5.829020182291667
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,10.211588541666666
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,4.221435546875
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,7.175618489583333
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,6.416097005208333
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,9.221761067708334
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,6.63623046875
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,5.478352864583333
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,9.319173177083334
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,5.294270833333333
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,14.173014322916666
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,7.138916015625
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,5.71240234375
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,6.1123046875
