model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_lower_first,correct_lower_first,total_lower_first,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,compositional:lower_first,True,,False,0.0,0,36,0.0,0,36,7.697374131944445,3142.671009864238,0.0006531603005923589,0.0006531603005923589
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,compositional:lower_first,True,,False,0.4722222222222222,17,36,0.4722222222222222,17,36,9.8203125,37199.59015977332,0.00011322796888779084,0.00011322796888779084
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,compositional:lower_first,True,,False,0.8611111111111112,31,36,0.8611111111111112,31,36,8.412217881944445,9316.473559269834,0.00039702257723586953,0.00039702257723586953
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,compositional:lower_first,True,,False,0.9166666666666666,33,36,0.9166666666666666,33,36,8.069661458333334,5059.370078363963,0.0005920057134265074,0.0005920057134265074
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,compositional:lower_first,True,,False,0.9166666666666666,33,36,0.9166666666666666,33,36,7.7431640625,3001.9609415718637,0.0006238382608716676,0.0006238382608716676
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,compositional:lower_first,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.78244357638889,9544.253772410097,0.00022917241301356197,0.00022917241301356197
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,compositional:lower_first,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.544921875,9515.470232357937,0.00033629721085688956,0.00033629721085688956
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,compositional:lower_first,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.222981770833334,6919.634632905062,0.00045549063908105085,0.00045549063908105085
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.92849392361111,12600.50414727601,0.00019075758314463873,0.00019075758314463873
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,compositional:lower_first,True,,False,0.9166666666666666,33,36,0.9166666666666666,33,36,7.687282986111111,3560.051675589398,0.0006741301064293256,0.0006741301064293256
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,compositional:lower_first,True,,False,0.9166666666666666,33,36,0.9166666666666666,33,36,8.083550347222221,5229.250107485588,0.0006221212138448221,0.0006221212138448221
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.65407986111111,10090.257601397025,0.00033828571325297856,0.00033828571325297856
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,compositional:lower_first,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.413411458333334,5849.420734650852,0.00029610154158324364,0.00029610154158324364
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,compositional:lower_first,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.759440104166666,9362.925145181733,0.00026504895322551007,0.00026504895322551007
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.154622395833334,5648.275577436697,0.00047646804966145574,0.00047646804966145574
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.439453125,8665.602840263055,0.0003230865310066749,0.0003230865310066749
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.344075520833334,6765.802040107178,0.0003565655368709605,0.0003565655368709605
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,compositional:lower_first,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.803385416666667,4071.36992355141,0.0007540208138264149,0.0007540208138264149
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,compositional:lower_first,True,,False,1.0,36,36,1.0,36,36,8.137044270833334,5834.159454578701,0.000524364617543837,0.000524364617543837
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,compositional:lower_first,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,7.878255208333333,5246.122394817156,0.0006570764858537278,0.0006570764858537278
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,compositional:lower_first,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.05078125,6085.116770804668,0.0005609453727948607,0.0005609453727948607
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,compositional:lower_first,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.458658854166666,8883.421079113157,0.00037763718833978913,0.00037763718833978913
allenai/OLMo-2-0425-1B,main,compositional:lower_first,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,8.86892361111111,13202.494522441335,0.000265160325674981,0.000265160325674981
