model,checkpoint,textfrct_V4
allenai/OLMo-2-0425-1B,main,7.182508680555555
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,7.597981770833333
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,4.685872395833333
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,5.838541666666667
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,10.594401041666666
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,5.088324652777778
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,5.896267361111111
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,5.611762152777778
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,5.740993923611111
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,5.822048611111111
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,9.845703125
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,4.254231770833333
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,7.098415798611111
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,6.431640625
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,9.084526909722221
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,6.565972222222222
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,5.682834201388889
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,9.011067708333334
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,5.238498263888889
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,13.579427083333334
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,6.924153645833333
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,5.468207465277778
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,5.9228515625
