model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV1,correct_CV1,total_CV1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,11.606171875,317771.76876655046,3.3798340093949006e-05,4.282367121400366e-05
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.23921875,258294.17108042163,0.0004753206952540695,0.0007980002875816847
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.80890625,1002199.0609501761,0.00036663140297484216,0.0007198191018872303
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.5249609375,599499.0322736586,0.0010484775146938174,0.0013763920320771568
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.0108984375,300856.9053700739,0.0012872036439658938,0.0017567720798957116
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.9968359375,283447.78161468246,0.0018089291461441835,0.0022359655425841273
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.0383203125,291874.01556627906,0.002106154738095761,0.0025841126158080248
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.1157421875,130099.45516294621,0.0019913815019271925,0.0026812226987205303
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.3573046875,122901.91191395141,0.0031050947950080105,0.0035964590786856966
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.04765625,492782.036301603,0.0007772221581467315,0.0011984162972686104
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.972421875,398111.72563735227,0.0008616065975137774,0.0013052137335480343
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.7947265625,196935.09758249467,0.0013180145556793035,0.0016807112363154972
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.2636328125,719729.7813149707,0.0019124421262591473,0.0024725228739024187
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.16142578125,640938.5312118396,0.006184981488619988,0.006632253811835046
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.4858984375,161342.02619656446,0.0027485024101637397,0.003292246483652199
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,10.0303515625,321880.0254355535,0.0037019962908589233,0.00437637851924301
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.790859375,245664.66605389953,0.004447493188044239,0.004971976672181082
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.7455859375,331779.4383113774,0.00759835191576699,0.008557763576197149
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.12453125,124622.64168911491,0.004026311687321391,0.00473086568060172
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.3908203125,160281.38464849498,0.009364582135240792,0.010052299570590022
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.59501953125,52405.02686622698,0.00884213125027132,0.009718460458397237
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,9.17078125,135776.45357251947,0.004952331218789006,0.005684899529919994
allenai/OLMo-2-0425-1B,main,textfrct_CV1,True,,False,0.0,0,50,0.0,0,50,8.161171875,62168.518713041165,0.019126758252676047,0.01990127952086158
