model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_RL1,correct_RL1,total_RL1,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,8.516145833333333,5399.022076834592,0.00021450148372323134,0.00021450148372323134
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.0984375,210048.5290266905,6.54616473979604e-06,6.54616473979604e-06
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.477604166666667,2168698.9051661287,5.831536820068808e-07,5.831536820068808e-07
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.975520833333333,3755096.636274019,3.7254133089271236e-07,3.7254133089271236e-07
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.942708333333334,1295452.2327039356,1.0250572984619265e-06,1.0250572984619265e-06
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.130208333333334,543967.0642288511,2.151692999274913e-06,2.151692999274913e-06
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.88125,1166532.2740652661,1.0422535891406342e-06,1.0422535891406342e-06
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.069791666666667,513009.98118426284,2.3342758168976637e-06,2.3342758168976637e-06
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.818229166666667,398157.1838388713,2.9237421782580333e-06,2.9237421782580333e-06
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.861458333333333,1188002.8051299055,1.0675197338199858e-06,1.0675197338199858e-06
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.5234375,791366.2286475563,1.43548990422321e-06,1.43548990422321e-06
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.202083333333333,591808.5055503346,2.0477735948971212e-06,2.0477735948971212e-06
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.784895833333334,1033861.4332288143,1.0982150165141477e-06,1.0982150165141477e-06
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.98125,1242360.3711035608,8.860083802491399e-07,8.860083802491399e-07
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.614583333333334,848318.7861356944,1.2754951600346205e-06,1.2754951600346205e-06
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.210416666666667,1580435.966224755,7.219873186529924e-07,7.219873186529924e-07
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.66875,330572.8983808571,3.280565165104207e-06,3.280565165104207e-06
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.834895833333333,1040705.3586780797,9.989719067389313e-07,9.989719067389313e-07
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.633333333333333,873494.9911043979,1.2524520760162949e-06,1.2524520760162949e-06
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,12.740104166666667,356430.5273501546,3.0625213505255103e-06,3.0625213505255103e-06
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,13.558333333333334,835956.1657971787,1.4395760613338604e-06,1.4395760613338604e-06
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,14.220833333333333,1583605.5364085466,7.134093980677014e-07,7.134093980677014e-07
allenai/OLMo-2-0425-1B,main,textfrct_RL1,True,,False,0.0,0,30,0.0,0,30,16.294270833333332,12802802.587964067,8.988876719431876e-08,8.988876719431876e-08
