model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_gerund_reverse,correct_gerund_reverse,total_gerund_reverse,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,10.2453125,36880.38828537424,4.165012630643819e-14,4.3978088030439923e-05
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.898828125,1724.2066725241468,9.82813714366703e-09,0.0016039020758277206
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,7.05859375,2203.0701700799277,5.926615095749741e-09,0.00156903765883694
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.762109375,1435.2556075358796,1.0448380401702433e-08,0.002310531086114757
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.0265625,645.4390640319515,2.5290673153155924e-08,0.0036539419559051397
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.576953125,1113.38134445569,3.747636778572674e-09,0.002217919846222649
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.48125,992.0898455917279,1.4684339428116493e-08,0.0023333752391139794
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.337890625,804.847697549084,2.0776247614475895e-08,0.0028707249855712547
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.5359375,1269.4794009701686,4.2516674474196776e-08,0.0024387898750482294
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.40390625,823.5456575528308,2.7586056566854735e-08,0.0022745856197251015
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.337109375,961.252948830777,6.328086547765721e-08,0.002879601544100178
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.169140625,749.1979604090532,1.0512995853542964e-07,0.0032389283331147904
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.683203125,1248.6040716755547,1.64101126904919e-09,0.0018143468448503918
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.424609375,938.457715095552,2.9728510144042658e-08,0.0030344354003923333
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.806640625,1592.0484698288626,2.4859748210120014e-08,0.002106832710736677
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.5375,829.779418502422,1.391740089211428e-08,0.0017969734525373226
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.69609375,1089.3551628971152,5.892398355119758e-09,0.0017580733745060305
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.483203125,810.8216952289059,1.6699497414604386e-08,0.002081158570974176
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,7.137890625,1546.2665336832465,1.3869614272672038e-09,0.0010136416830518456
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.99453125,1228.8493064316167,5.381429190794803e-10,0.0010442217269711924
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,7.295703125,1971.8148724317452,1.4977167140222829e-09,0.0008895749039934236
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.635546875,1052.499771903255,9.35670576962368e-09,0.0018840987113705944
allenai/OLMo-2-0425-1B,main,compositional:gerund_reverse,True,,False,0.0,0,10,0.0,0,10,6.319921875,675.0811803754526,5.180218888830606e-09,0.002128224556431757
