model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V2,correct_V2,total_V2,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,4.125217013888889,85.50631691518173,0.023284734544705032,0.023284734544705032
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.815646701388889,3064.1606274867177,0.00049021833237093,0.00049021833237093
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.852864583333333,489.21451073304485,0.003768937184723556,0.003768937184723556
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.223849826388889,1819.028682746911,0.0010307108736826896,0.0010307108736826896
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.619683159722222,956.842099536563,0.0018555084722229995,0.0018555084722229995
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,9.156901041666666,12780.09476817946,0.00015722914067333127,0.00015722914067333127
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,13.776041666666666,1512374.1485901,1.496496082885969e-06,1.496496082885969e-06
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.965060763888889,1245.5302582725644,0.0011354171464461223,0.0011354171464461223
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.683322482638889,421.3607118822123,0.005020289720885484,0.005020289720885484
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.116644965277778,625.415887852876,0.002746020170230288,0.002746020170230288
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,4.844563802083333,161.12383746722747,0.00986574222216091,0.00986574222216091
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.924587673611111,486.8553263743314,0.003505886182922557,0.003505886182922557
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,10.514105902777779,68666.21188116464,4.0340523212825004e-05,4.0340523212825004e-05
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.266655815972222,323.5461947464208,0.008802517870481285,0.008802517870481285
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.174587673611111,610.6565429818907,0.0025429232000463613,0.0025429232000463613
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.831163194444445,392.59193434805474,0.0032193361165771643,0.0032193361165771643
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.944878472222222,435.7796103987485,0.0029976027256081467,0.0029976027256081467
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,9.828125,37943.83967636148,0.00014862102328664598,0.00014862102328664598
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,6.573133680555555,870.6906649339971,0.0016771675830119018,0.0016771675830119018
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,9.088975694444445,13889.44999600229,0.00018028469194742618,0.00018028469194742618
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.641927083333333,321.12873214787646,0.003978951527018038,0.003978951527018038
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,5.3251953125,217.94170206590874,0.005147426970353433,0.005147426970353433
allenai/OLMo-2-0425-1B,main,textfrct_V2,True,,False,0.0,0,36,0.0,0,36,7.367947048611111,1947.525102877702,0.000782018435561608,0.000782018435561608
