model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_translate_sp_eng,correct_translate_sp_eng,total_translate_sp_eng,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,simple_icl_translate_sp_eng,True,,False,0.0,0,178,0.0,0,178,11.928634129213483,453835.327294351,1.0272919966408729e-05,2.8063458277730924e-05
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,simple_icl_translate_sp_eng,True,,False,0.0,0,178,0.0,0,178,12.74294461025281,4669000.485573803,1.4548620825363547e-05,0.0007055999479496691
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,simple_icl_translate_sp_eng,True,,False,0.24719101123595505,44,178,0.24719101123595505,44,178,9.161911867977528,1043232.4009850159,0.0005421091889380211,0.003748826881181959
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,simple_icl_translate_sp_eng,True,,False,0.3707865168539326,66,178,0.3707865168539326,66,178,9.53246795997191,4351953.975906749,0.00034107988361261194,0.0035659893826418573
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,simple_icl_translate_sp_eng,True,,False,0.48314606741573035,86,178,0.48314606741573035,86,178,9.205654187148877,8473694.069584677,0.0002841939561910732,0.0033629236276053343
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,simple_icl_translate_sp_eng,True,,False,0.5561797752808989,99,178,0.5561797752808989,99,178,8.917266502808989,2463807.6420556405,0.00025762447638952177,0.0025156814810864676
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,simple_icl_translate_sp_eng,True,,False,0.6235955056179775,111,178,0.6235955056179775,111,178,8.8110625877809,4090968.8442742564,0.00024385791217065386,0.002499450771099587
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,simple_icl_translate_sp_eng,True,,False,0.6235955056179775,111,178,0.6235955056179775,111,178,7.859660287921348,1812756.147086203,0.0008232682912084319,0.004268075326596158
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,simple_icl_translate_sp_eng,True,,False,0.6235955056179775,111,178,0.6235955056179775,111,178,8.607367011938202,1117027.9319901813,0.00039319525327547844,0.0035346153643160444
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,simple_icl_translate_sp_eng,True,,False,0.6685393258426966,119,178,0.6685393258426966,119,178,7.959818293539326,742301.138012698,0.0005289789165533551,0.004162174342772134
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,simple_icl_translate_sp_eng,True,,False,0.6067415730337079,108,178,0.6067415730337079,108,178,8.06837034761236,2432681.545733256,0.0005977160671761996,0.004369554186638045
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,simple_icl_translate_sp_eng,True,,False,0.6292134831460674,112,178,0.6292134831460674,112,178,8.02806794241573,435578.0360275257,0.0005019949139732443,0.0035811949409214135
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,simple_icl_translate_sp_eng,True,,False,0.6629213483146067,118,178,0.6629213483146067,118,178,8.049464536516854,1092841.4916756356,0.0005013873468453348,0.0036252866646722956
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,simple_icl_translate_sp_eng,True,,False,0.651685393258427,116,178,0.651685393258427,116,178,8.053414676966293,403536.9365993891,0.0004489163911479379,0.003843496282885204
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,simple_icl_translate_sp_eng,True,,False,0.6685393258426966,119,178,0.6685393258426966,119,178,8.106297182233146,299830.8561355837,0.00044532410932442764,0.004044562172295759
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,simple_icl_translate_sp_eng,True,,False,0.6797752808988764,121,178,0.6797752808988764,121,178,8.335509568117978,523498.3462591645,0.00034953095293330016,0.003738248786981061
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,simple_icl_translate_sp_eng,True,,False,0.6235955056179775,111,178,0.6235955056179775,111,178,7.715628291783708,664497.9253063161,0.0007544995139016897,0.005052838379759177
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,simple_icl_translate_sp_eng,True,,False,0.5842696629213483,104,178,0.5842696629213483,104,178,7.367511192064606,395584.5190739886,0.001510796918943895,0.007614810353041631
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,simple_icl_translate_sp_eng,True,,False,0.6966292134831461,124,178,0.6966292134831461,124,178,7.075606785463483,460433.7252105482,0.0014085844708105041,0.00718577620866234
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,simple_icl_translate_sp_eng,True,,False,0.7191011235955056,128,178,0.7191011235955056,128,178,7.121433900983146,34782.21716861373,0.0012280788753743401,0.007122991027991771
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,simple_icl_translate_sp_eng,True,,False,0.702247191011236,125,178,0.702247191011236,125,178,7.967718574438202,1289006.4492331198,0.0005786299892178513,0.005014676514916775
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,simple_icl_translate_sp_eng,True,,False,0.7471910112359551,133,178,0.7471910112359551,133,178,7.75901948735955,1495461.6984290646,0.0005218439013926616,0.004569007406306514
allenai/OLMo-2-0425-1B,main,simple_icl_translate_sp_eng,True,,False,0.8258426966292135,147,178,0.8258426966292135,147,178,7.935481039325842,167794.6498710579,0.0003027395383309952,0.003003169131394528
