model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_first_upper,correct_first_upper,total_first_upper,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,compositional:first_upper,True,,False,0.0,0,36,0.0,0,36,7.94140625,3727.612478862474,0.0005234528393578719,0.0005234528393578719
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,compositional:first_upper,True,,False,0.7222222222222222,26,36,0.7222222222222222,26,36,9.359049479166666,18592.432215862696,0.00013207088425852632,0.00013207088425852632
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,compositional:first_upper,True,,False,0.75,27,36,0.75,27,36,8.17578125,4917.9690644586935,0.00041844386550833986,0.00041844386550833986
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,compositional:first_upper,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,7.475260416666667,2721.228155329458,0.000795937924508945,0.000795937924508945
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,compositional:first_upper,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,7.919487847222222,4081.63528208283,0.0005027027663663733,0.0005027027663663733
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.920138888888889,3471.45105298097,0.0004314724603579671,0.0004314724603579671
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,compositional:first_upper,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,8.164496527777779,5600.948435160751,0.0003977085994054776,0.0003977085994054776
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.675998263888889,2535.257202146667,0.0005312694162639666,0.0005312694162639666
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,8.638563368055555,6509.533548837296,0.00020865530600213406,0.00020865530600213406
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,compositional:first_upper,True,,False,0.9166666666666666,33,36,0.9166666666666666,33,36,7.480577256944445,2514.5492630813383,0.0007954314842346316,0.0007954314842346316
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,6.831705729166667,1136.231990948433,0.0013459765057192963,0.0013459765057192963
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.193250868055555,1513.9542585041015,0.0008549907244733948,0.0008549907244733948
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,compositional:first_upper,True,,False,0.9444444444444444,34,36,0.9444444444444444,34,36,7.265625,1987.1527231690695,0.0008957433679709598,0.0008957433679709598
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.326605902777778,1758.5193576822012,0.0007796345577580021,0.0007796345577580021
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.360134548611111,1958.7838927078603,0.0008062409181161301,0.0008062409181161301
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.051974826388889,1476.5990639701286,0.0010610715460056396,0.0010610715460056396
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.270833333333333,1850.0698823550354,0.0008896564626460726,0.0008896564626460726
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,6.580403645833333,914.8306435653453,0.0017866700792912265,0.0017866700792912265
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,7.328776041666667,1964.942858749458,0.0008627643626891928,0.0008627643626891928
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,compositional:first_upper,True,,False,0.9722222222222222,35,36,0.9722222222222222,35,36,6.788953993055555,1353.9708886854723,0.001613003114366243,0.001613003114366243
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.250217013888889,1911.4139284628145,0.0010072011188372017,0.0010072011188372017
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.545464409722222,2284.037697067626,0.0006654531795665182,0.0006654531795665182
allenai/OLMo-2-0425-1B,main,compositional:first_upper,True,,False,1.0,36,36,1.0,36,36,7.410481770833333,2326.3349679919997,0.0009014930975437335,0.0009014930975437335
