model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_V3,correct_V3,total_V3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,4.221435546875,85.32967887013682,0.01933387869590974,0.01933387869590974
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.876302083333333,3859.9158548606883,0.0005605688694914072,0.0005605688694914072
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.779866536458333,489.76760374182953,0.004829891326589023,0.004829891326589023
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.175618489583333,1665.620656855356,0.0011001366026267198,0.0011001366026267198
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.63623046875,1020.4568828203118,0.0016961829073437803,0.0016961829073437803
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,9.319173177083334,16733.80734447274,0.00014004893796417216,0.00014004893796417216
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,14.173014322916666,1972009.9529301522,1.2187587914832082e-06,1.2187587914832082e-06
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.138916015625,1535.4300738690947,0.0009490274952055662,0.0009490274952055662
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.71240234375,405.2487447339909,0.004645948828790317,0.004645948828790317
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.1123046875,551.9816363197081,0.002624565169439116,0.002624565169439116
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,4.953776041666667,165.3884343512736,0.008493999928555904,0.008493999928555904
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.998372395833333,489.67903745307405,0.0029693550374163685,0.0029693550374163685
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,10.633463541666666,70137.27140337588,3.711187204535229e-05,3.711187204535229e-05
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,4.789754231770833,207.23716293654755,0.013157722671303785,0.013157722671303785
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.940836588541667,469.1381241787281,0.00324849346712539,0.00324849346712539
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.711751302083333,324.54817030728617,0.003528100908663864,0.003528100908663864
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.829020182291667,385.9387312788181,0.0033429241537331583,0.0033429241537331583
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,10.211588541666666,44361.52233386052,8.599184802376906e-05,8.599184802376906e-05
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,6.416097005208333,736.4204773889446,0.0019438348754531284,0.0019438348754531284
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,9.221761067708334,13564.2021512192,0.0001499748342067215,0.0001499748342067215
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.478352864583333,273.80379310653626,0.004697471065401367,0.004697471065401367
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,5.294270833333333,215.94391811231796,0.005403031432124044,0.005403031432124044
allenai/OLMo-2-0425-1B,main,textfrct_V3,True,,False,0.0,0,48,0.0,0,48,7.432535807291667,2043.2192588738374,0.0007187068108995544,0.0007187068108995544
