model,checkpoint,task,success,error,cached,accuracy,correct,total,accuracy_CV3,correct_CV3,total_CV3,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,12.24978298611111,433072.66611667076,8.55500998655823e-07,9.384063287839e-06
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.5830078125,2102970.214479392,0.0003600909437223098,0.0008711748256497411
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.190809461805555,7263535.4607747365,0.0007586959275720002,0.0014360536130086123
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.951768663194445,6672908.899519153,0.0006194277097632254,0.0013201392526303757
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.749891493055555,6219489.719739607,0.0007792595746721931,0.0016644115594728723
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.871527777777779,8003370.2072997345,0.0024938467571795405,0.0034536892765643376
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.106282552083334,15483098.497070203,0.0014171206152575639,0.0022871743140666285
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.69113498263889,4736809.257282624,0.0013702769036632854,0.0022795696218165817
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.058213975694445,12942316.20799741,0.007574848202165178,0.008264295032597364
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.4267578125,17628799.770402692,0.002507958930095534,0.0030223175907612815
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.472493489583334,14694625.32465576,0.0005141519144382633,0.0008847187017058419
allenai/OLMo-2-0425-1B,stage1-step120000-tokens252B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.317437065972221,9038392.095941644,0.001397522824615713,0.00179333030801627
allenai/OLMo-2-0425-1B,stage1-step140000-tokens294B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.60595703125,28632513.921499442,0.0020246691127063453,0.0023897236618834437
allenai/OLMo-2-0425-1B,stage1-step160000-tokens336B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.354410807291666,9531174.777780019,0.0053090469702857905,0.005813540572799714
allenai/OLMo-2-0425-1B,stage1-step180000-tokens378B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.57058376736111,2998958.877839855,0.004863092017723865,0.00541198883408003
allenai/OLMo-2-0425-1B,stage1-step220000-tokens462B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.522135416666666,3519462.360935475,0.002471764174034564,0.003236431334762592
allenai/OLMo-2-0425-1B,stage1-step240000-tokens504B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,11.124674479166666,4829353.240746506,0.000694974826888861,0.0010958963204651825
allenai/OLMo-2-0425-1B,stage1-step260000-tokens546B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.89822048611111,5494006.478891725,0.0006797956044421042,0.0012361360236788222
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.866373697916666,3822437.8452463616,0.0036556650825999115,0.004089647105630343
allenai/OLMo-2-0425-1B,stage1-step340000-tokens714B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.497233072916666,5501135.998717144,0.0026611136611978665,0.003249533119578629
allenai/OLMo-2-0425-1B,stage1-step460000-tokens965B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,10.28369140625,5067946.232974302,0.0013734374092281754,0.002868778369162926
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.867513020833334,2350983.139253984,0.0005063634992531881,0.0023222718605880634
allenai/OLMo-2-0425-1B,main,textfrct_CV3,True,,False,0.0,0,36,0.0,0,36,9.476399739583334,1102217.0773566947,0.0017115359374469882,0.005044698116727545
