model,checkpoint,fact_extraction
allenai/OLMo-2-0425-1B,main,5.831235869725545
allenai/OLMo-2-0425-1B,stage1-step1500000-tokens3146B,4.875844812393188
allenai/OLMo-2-0425-1B,stage1-step1600000-tokens3356B,4.573592185974121
allenai/OLMo-2-0425-1B,stage1-step1700000-tokens3566B,4.765338023503621
allenai/OLMo-2-0425-1B,stage1-step1800000-tokens3775B,4.725302759806315
allenai/OLMo-2-0425-1B,stage1-step1900000-tokens3985B,4.785140347480774
allenai/OLMo-2-0425-1B,stage1-step1907359-tokens4001B,4.797532924016317
